run_id,hm,parameter_name,real,low,high,median
results/run_225_978,True,survival_prob,0.978,0.9752470334456215,0.9911105989357949,0.9802725847278075
results/run_311_959,False,scout_prob,0.311,0.007537271263172307,0.48953606460516846,0.2757070018531517
results/run_311_959,False,survival_prob,0.959,0.9504131086214325,0.9833580117814016,0.9615416749328263
results/run_311_959,True,scout_prob,0.311,0.02006812664510797,0.49002687510123744,0.25963692871761057
results/run_311_959,True,survival_prob,0.959,0.95040619756128,0.9725210434640011,0.9577171199155875
results/run_361_973,False,scout_prob,0.361,0.010436193253476405,0.49113689522308535,0.3026890488789209
results/run_361_973,False,survival_prob,0.973,0.9561431773891711,0.9847380561317081,0.9744269681323019
results/run_361_973,True,scout_prob,0.361,0.022427745337040252,0.48671966285272006,0.2540348638202722
results/run_361_973,True,survival_prob,0.973,0.9554303449999929,0.9738327446154322,0.9675832330007861
results/run_347_983,False,scout_prob,0.347,0.038448345422080026,0.4889792482090723,0.2677401683188365
results/run_347_983,False,survival_prob,0.983,0.975265675216151,0.9908265136690096,0.9803561265217512
results/run_347_983,True,scout_prob,0.347,0.049957628526225255,0.48951259372565753,0.2838564993067125
results/run_347_983,True,survival_prob,0.983,0.975383856084878,0.9898560597698514,0.9801480334558029
results/run_55_960,False,scout_prob,0.055,0.0074049399529144515,0.49067486464566024,0.2754976395199787
results/run_55_960,False,survival_prob,0.96,0.9505337928432476,0.9835656738723584,0.961432837101163
results/run_55_960,True,scout_prob,0.055,0.012009569064669186,0.4852293380301788,0.24202429280319704
results/run_55_960,True,survival_prob,0.96,0.9504227051470268,0.9732932945432516,0.9573323716438242
results/run_318_955,False,scout_prob,0.318,0.012084576486135857,0.48772174133043084,0.28044909857467526
results/run_318_955,False,survival_prob,0.955,0.9505389387686498,0.9839596834993346,0.9606630207432973
results/run_318_955,True,scout_prob,0.318,0.014006569306710638,0.4812455319944301,0.24451325853702108
results/run_318_955,True,survival_prob,0.955,0.9504205399111137,0.9734987644630223,0.9580290575755728
results/run_173_981,False,scout_prob,0.173,0.04131733281755197,0.4910189044667868,0.3014020722402915
results/run_173_981,False,survival_prob,0.981,0.9752134033667413,0.9915439497741034,0.9805271511568584
results/run_173_981,True,scout_prob,0.173,0.04258239110405533,0.4885345886612964,0.2836964152361172
results/run_173_981,True,survival_prob,0.981,0.9756034963039812,0.9916167130051735,0.9805817658021476
results/run_203_991,False,scout_prob,0.203,0.13608989874027785,0.49070364473761896,0.3173017819263685
results/run_203_991,False,survival_prob,0.991,0.9853305044408034,0.9947546798750044,0.9902510509129778
results/run_203_991,True,scout_prob,0.203,0.13496284533138914,0.49235768938369623,0.3181113789130331
results/run_203_991,True,survival_prob,0.991,0.9853279762388489,0.9947195201615867,0.9903337258550039
results/run_497_958,False,scout_prob,0.497,0.013492039258455891,0.49124522715834,0.2866127269132479
results/run_497_958,False,survival_prob,0.958,0.9503541842638409,0.9836175651783425,0.961744514626355
results/run_497_958,True,scout_prob,0.497,0.012055650169871762,0.4840023668664354,0.24987547840220986
results/run_497_958,True,survival_prob,0.958,0.9503585637683519,0.9732041293990894,0.9584469161805029
results/run_474_957,False,scout_prob,0.474,0.011616269237585637,0.48859869702158376,0.2878464769419305
results/run_474_957,False,survival_prob,0.957,0.9503726915913253,0.9833269817702273,0.9609699950752965
results/run_474_957,True,scout_prob,0.474,0.012872205753139509,0.48729751943949207,0.25547883041915087
results/run_474_957,True,survival_prob,0.957,0.9502254345005227,0.9694906450103109,0.9574159463444931
results/run_117_967,False,scout_prob,0.117,0.012057669959617242,0.49049135413164235,0.3102713725445952
results/run_117_967,False,survival_prob,0.967,0.9655690453647275,0.984700051580949,0.9773073082613309
results/run_117_967,True,scout_prob,0.117,0.01854496537721295,0.4923631112359919,0.3002010822215859
results/run_117_967,True,survival_prob,0.967,0.9653934224210649,0.9789587987029231,0.9739968733156907
results/run_110_993,False,scout_prob,0.11,0.13150434092927818,0.4920777342343432,0.315789368337398
results/run_110_993,False,survival_prob,0.993,0.9852447731633904,0.9946971554254952,0.9899514479970941
results/run_110_993,True,scout_prob,0.11,0.13854568663834468,0.49319268199442456,0.32077259228239074
results/run_110_993,True,survival_prob,0.993,0.9851914355690012,0.9946878869790599,0.9897479845251309
results/run_24_958,False,scout_prob,0.024,0.009513870790037834,0.48837635233896337,0.2728292803159207
results/run_24_958,False,survival_prob,0.958,0.9504606808829458,0.9832751460227642,0.9608228051754344
results/run_24_958,True,scout_prob,0.024,0.011740552495679325,0.48737858903920156,0.2532372271155845
results/run_24_958,True,survival_prob,0.958,0.9502619184393543,0.9737067015246016,0.9585923953734452
results/run_448_966,False,scout_prob,0.448,0.008492013053661932,0.4873829423990664,0.2949409355517403
results/run_448_966,False,survival_prob,0.966,0.965052448041134,0.9845399829691418,0.9762425918272419
results/run_448_966,True,scout_prob,0.448,0.0205338819237837,0.48712763812336457,0.2811078303881118
results/run_448_966,True,survival_prob,0.966,0.9611901500573596,0.9745783572190977,0.9697233221320608
results/run_184_980,False,scout_prob,0.184,0.040106670045824466,0.48722003122796353,0.2799376524431232
results/run_184_980,False,survival_prob,0.98,0.9753471075849186,0.9913643936350792,0.9802874657169958
results/run_184_980,True,scout_prob,0.184,0.039896527836362564,0.4878553971189867,0.269124154034757
results/run_184_980,True,survival_prob,0.98,0.9752571362605911,0.9900219225050777,0.9801695084972832
results/run_375_976,False,scout_prob,0.375,0.04071677891560932,0.4927422354125326,0.2791914844502122
results/run_375_976,False,survival_prob,0.976,0.9752232330766583,0.9915386863186029,0.9804329840315235
results/run_375_976,True,scout_prob,0.375,0.03928732671504894,0.488188732207998,0.2751945818142271
results/run_375_976,True,survival_prob,0.976,0.9753916978009762,0.9917265291132245,0.980529595552784
results/run_66_990,False,scout_prob,0.066,0.1307802877388798,0.49201712046923485,0.31319444175592465
results/run_66_990,False,survival_prob,0.99,0.9853291914659355,0.9947441697603444,0.9901450534230529
results/run_66_990,True,scout_prob,0.066,0.13347843826794967,0.48690375701217675,0.30605488343798715
results/run_66_990,True,survival_prob,0.99,0.9852532001420752,0.9947254077470902,0.9899312945656839
results/run_422_970,False,scout_prob,0.422,0.008090175208576784,0.49151830761554727,0.31063561565987197
results/run_422_970,False,survival_prob,0.97,0.9650353370922405,0.9845874904489988,0.9764430515353133
results/run_422_970,True,scout_prob,0.422,0.028042155286873698,0.48659077606313444,0.26639682706607015
results/run_422_970,True,survival_prob,0.97,0.9603384543748333,0.9747060914035326,0.9695493545137601
results/run_219_973,False,scout_prob,0.219,0.012264880286178496,0.4891980477944904,0.29182783632159126
results/run_219_973,False,survival_prob,0.973,0.9657303529075312,0.9846828799456391,0.9775839903014172
results/run_219_973,True,scout_prob,0.219,0.03451965277758023,0.49064156579303897,0.2988526011854234
results/run_219_973,True,survival_prob,0.973,0.9652675209853369,0.9761732490579835,0.9712204433677649
results/run_385_982,False,scout_prob,0.385,0.039932785449920676,0.49265062802856807,0.3007598187403961
results/run_385_982,False,survival_prob,0.982,0.9753100949605293,0.9920255616488854,0.9803424862867519
results/run_385_982,True,scout_prob,0.385,0.055178154640753645,0.4887451969071014,0.2910478085382353
results/run_385_982,True,survival_prob,0.982,0.9752878516440281,0.9904191891862707,0.9804783653964108
results/run_477_968,False,scout_prob,0.477,0.012461770793159067,0.49303141308051524,0.3046140822328327
results/run_477_968,False,survival_prob,0.968,0.9655045124445827,0.9845714938606185,0.9770356591280823
results/run_477_968,True,scout_prob,0.477,0.0354118297487976,0.4899624088858152,0.2850026114718335
results/run_477_968,True,survival_prob,0.968,0.9652620966792426,0.9751262556853583,0.970374147967439
results/run_261_994,False,scout_prob,0.261,0.1355090372047546,0.48946369279034,0.31276584348156994
results/run_261_994,False,survival_prob,0.994,0.9852287920733882,0.9947977769704898,0.9898743002479915
results/run_261_994,True,scout_prob,0.261,0.1329782893723514,0.4919434222649612,0.32131673786245885
results/run_261_994,True,survival_prob,0.994,0.9855335908876353,0.9945456831274627,0.9899391123370563
results/run_49_979,False,scout_prob,0.049,0.029195671715900713,0.4890201670909292,0.27023689136375484
results/run_49_979,False,survival_prob,0.979,0.9752379120387124,0.9848542405393007,0.9799007237291106
results/run_49_979,True,scout_prob,0.049,0.031210008148215646,0.4844782499396521,0.262880084224405
results/run_49_979,True,survival_prob,0.979,0.975360424042248,0.9848358772802498,0.9803005941069493
results/run_224_963,False,scout_prob,0.224,0.010045642401486289,0.4883125347668386,0.27932276614767604
results/run_224_963,False,survival_prob,0.963,0.9504962386379562,0.9838381990267484,0.9609100557915267
results/run_224_963,True,scout_prob,0.224,0.015587721549431806,0.48510126162530426,0.2470772179712532
results/run_224_963,True,survival_prob,0.963,0.9503201590813545,0.9737583417216257,0.9583764946218183
results/run_390_951,False,scout_prob,0.39,0.008206572671204919,0.48899553278151725,0.26326218879603114
results/run_390_951,False,survival_prob,0.951,0.9504731451652451,0.9833468503002749,0.9601789689544885
results/run_390_951,True,scout_prob,0.39,0.011622866786238407,0.48753562598546857,0.23387929793527662
results/run_390_951,True,survival_prob,0.951,0.9502805832056533,0.9714333929220591,0.957077163569078
results/run_127_968,False,scout_prob,0.127,0.008706938748833676,0.490416759724252,0.3033315252445201
results/run_127_968,False,survival_prob,0.968,0.9655135211810361,0.9846186823515481,0.9769751762282637
results/run_127_968,True,scout_prob,0.127,0.03552963003564732,0.4885816761832417,0.2890588232463046
results/run_127_968,True,survival_prob,0.968,0.965114359266035,0.9740696581294229,0.9697497923770275
results/run_436_989,False,scout_prob,0.436,0.12951170187772354,0.49150567074627716,0.30957207845198836
results/run_436_989,False,survival_prob,0.989,0.9852016529685749,0.9947221121731644,0.9900719648421121
results/run_436_989,True,scout_prob,0.436,0.13002614017330025,0.48814168912088696,0.30726231182580976
results/run_436_989,True,survival_prob,0.989,0.9853056291978806,0.9947420014806436,0.9898829840944106
results/run_65_974,False,scout_prob,0.065,0.011010744915399802,0.4934546283035899,0.3080107926435244
results/run_65_974,False,survival_prob,0.974,0.9653227549668603,0.9845781363053004,0.9760601166445577
results/run_65_974,True,scout_prob,0.065,0.03307798943229849,0.4879692829381222,0.2816192972949141
results/run_65_974,True,survival_prob,0.974,0.9623877754065112,0.9736886662637216,0.9693176712552183
results/run_260_972,False,scout_prob,0.26,0.008001633708898444,0.4918537138216334,0.30711693764132925
results/run_260_972,False,survival_prob,0.972,0.9656807338955572,0.9844936121145943,0.9769120673163126
results/run_260_972,True,scout_prob,0.26,0.023773990667166643,0.49264520906791154,0.28116798867800863
results/run_260_972,True,survival_prob,0.972,0.9652773223139326,0.9765799319491085,0.9714053095600098
results/run_253_969,False,scout_prob,0.253,0.009439983262066506,0.4898486157776795,0.30925267518063987
results/run_253_969,False,survival_prob,0.969,0.9652839570336826,0.9845139123315529,0.9757281076104986
results/run_253_969,True,scout_prob,0.253,0.021595193792495967,0.4885450053120412,0.2819508154219651
results/run_253_969,True,survival_prob,0.969,0.9651599492476413,0.9773295536869686,0.971808920900119
results/run_20_962,False,scout_prob,0.02,0.0077770584612552,0.4884372077590436,0.28174148636327423
results/run_20_962,False,survival_prob,0.962,0.9504111420384006,0.9838273216177676,0.9608185494878763
results/run_20_962,True,scout_prob,0.02,0.010414572872216851,0.48689195103785465,0.2511793801935769
results/run_20_962,True,survival_prob,0.962,0.950293866003779,0.9689446904047682,0.9568677451195702
results/run_397_988,False,scout_prob,0.397,0.13539509311202666,0.4883533463652484,0.3133414220109202
results/run_397_988,False,survival_prob,0.988,0.9853238707403033,0.9947518790684398,0.9901842026337566
results/run_397_988,True,scout_prob,0.397,0.18734679073126753,0.4912077218550723,0.32878178406105374
results/run_397_988,True,survival_prob,0.988,0.9857906953691454,0.9947243422619728,0.9903425578566831
results/run_469_960,False,scout_prob,0.469,0.009014301125469193,0.4884826057791508,0.27324935139309564
results/run_469_960,False,survival_prob,0.96,0.9503140944193937,0.9835357799739278,0.9613897620807847
results/run_469_960,True,scout_prob,0.469,0.010229706683101804,0.4917380732593771,0.2545836613922846
results/run_469_960,True,survival_prob,0.96,0.9503178528314254,0.973823076385728,0.9585802027465454
results/run_92_977,False,scout_prob,0.092,0.03520290130567905,0.4860925105154776,0.2816334329954115
results/run_92_977,False,survival_prob,0.977,0.9754020020974818,0.9907930625570298,0.98036080951279
results/run_92_977,True,scout_prob,0.092,0.03285126999952249,0.49017120940362735,0.27985966028067016
results/run_92_977,True,survival_prob,0.977,0.9752663344228237,0.9892814015448437,0.9801076339844095
results/run_416_951,False,scout_prob,0.416,0.007645342749200547,0.4849325002462118,0.2604490145712711
results/run_416_951,False,survival_prob,0.951,0.9504321686989754,0.9835492318857681,0.9608513348330314
results/run_416_951,True,scout_prob,0.416,0.013759414097556755,0.49229256193952137,0.2580304617163377
results/run_416_951,True,survival_prob,0.951,0.9503348376374129,0.9736475568489004,0.95824811113698
results/run_385_995,False,scout_prob,0.385,0.12657365855549624,0.48962304063163875,0.3096795230490331
results/run_385_995,False,survival_prob,0.995,0.9853000396219244,0.9947623829467588,0.9901474555704814
results/run_385_995,True,scout_prob,0.385,0.1322211617851349,0.49112408556549886,0.3041657847777146
results/run_385_995,True,survival_prob,0.995,0.985298957443038,0.9947020070849303,0.9898873341702239
results/run_98_991,False,scout_prob,0.098,0.13497994372084265,0.49255853926865734,0.32216017851723894
results/run_98_991,False,survival_prob,0.991,0.9852292081504732,0.9946313247424795,0.9899269088871054
results/run_98_991,True,scout_prob,0.098,0.12310620738069854,0.39952122226856607,0.2665719441486436
results/run_98_991,True,survival_prob,0.991,0.986023212308256,0.9946985151645764,0.9902518053588405
results/run_139_985,False,scout_prob,0.139,0.0323580704423268,0.48703797463105303,0.2864329554407652
results/run_139_985,False,survival_prob,0.985,0.9752380001303261,0.991744766466448,0.9802779253827925
results/run_139_985,True,scout_prob,0.139,0.041880719972744805,0.49140706819057584,0.27443444408819845
results/run_139_985,True,survival_prob,0.985,0.9752639085760694,0.9915584094441702,0.9802282544006602
results/run_459_971,False,scout_prob,0.459,0.01153534271919323,0.48883169659781667,0.2925453881104513
results/run_459_971,False,survival_prob,0.971,0.9657886367422609,0.9845328298149925,0.9771428652656375
results/run_459_971,True,scout_prob,0.459,0.03908533531607115,0.4793457665681732,0.28250872333476285
results/run_459_971,True,survival_prob,0.971,0.9653111958321997,0.9746307469596639,0.9698077740077506
results/run_193_994,False,scout_prob,0.193,0.12633068929130903,0.4933645010778777,0.32243367197959205
results/run_193_994,False,survival_prob,0.994,0.9852824199154673,0.9947731623919526,0.9901515121264404
results/run_193_994,True,scout_prob,0.193,0.1356459164732292,0.4914302222406774,0.3076645591989824
results/run_193_994,True,survival_prob,0.994,0.9852654249292819,0.994764298911415,0.9901252871941459
results/run_79_965,False,scout_prob,0.079,0.008235413224637327,0.4869136858910767,0.2723042894047878
results/run_79_965,False,survival_prob,0.965,0.9503818245182405,0.9835373885086061,0.9620008589089886
results/run_79_965,True,scout_prob,0.079,0.015390932970372792,0.485592505311665,0.2506034029298524
results/run_79_965,True,survival_prob,0.965,0.9502708527114017,0.9728855548064782,0.9569246475182349
results/run_281_964,False,scout_prob,0.281,0.011228656527695445,0.4912221357484415,0.2819222873069497
results/run_281_964,False,survival_prob,0.964,0.9505129084044802,0.9838693329202063,0.9620179698167408
results/run_281_964,True,scout_prob,0.281,0.021372781296066328,0.48850004931426066,0.25476961018817934
results/run_281_964,True,survival_prob,0.964,0.9504238075387278,0.9734188369549979,0.9589123912085447
results/run_88_961,False,scout_prob,0.088,0.007135817081001507,0.484814665984844,0.27442229982846067
results/run_88_961,False,survival_prob,0.961,0.9504451192881997,0.9834039060580427,0.9614556468792148
results/run_88_961,True,scout_prob,0.088,0.015701032907711156,0.4887320818040256,0.2579172796962014
results/run_88_961,True,survival_prob,0.961,0.9503224410626305,0.9740154161837583,0.9583279985354634
results/run_324_961,False,scout_prob,0.324,0.0075232051015741985,0.4900239865322238,0.2647555399124747
results/run_324_961,False,survival_prob,0.961,0.9503946666384411,0.9837135818210612,0.9612293608735674
results/run_324_961,True,scout_prob,0.324,0.012114749929778347,0.4825516686388381,0.2525877328489492
results/run_324_961,True,survival_prob,0.961,0.9504075986941282,0.9730350863958283,0.9586376368263381
results/run_440_963,False,scout_prob,0.44,0.005799068694930614,0.4894807413014138,0.27532079061171233
results/run_440_963,False,survival_prob,0.963,0.9504079393841214,0.9837261504705406,0.9621693281542602
results/run_440_963,True,scout_prob,0.44,0.01893264085092429,0.48832138127442454,0.24909392502668667
results/run_440_963,True,survival_prob,0.963,0.9502805219537244,0.9732532772393465,0.9582147573948216
results/run_121_984,False,scout_prob,0.121,0.037096835371129636,0.4880410398069969,0.2774784063169694
results/run_121_984,False,survival_prob,0.984,0.9752579845782259,0.9928074056019853,0.9802764060902167
results/run_121_984,True,scout_prob,0.121,0.045917107117096304,0.4875823554668676,0.2770982079785814
results/run_121_984,True,survival_prob,0.984,0.9756352376344031,0.9914763138811108,0.9806148507282049
results/run_149_982,False,scout_prob,0.149,0.04150070882017236,0.4913397712220944,0.283863362330068
results/run_149_982,False,survival_prob,0.982,0.9752905628559921,0.9913364573514004,0.9802308392112996
results/run_149_982,True,scout_prob,0.149,0.044596397191143916,0.48945569032054265,0.29410932597155615
results/run_149_982,True,survival_prob,0.982,0.975339503409912,0.9913158268970741,0.9805340347457701
results/run_433_992,False,scout_prob,0.433,0.1321625631817187,0.4885574266760736,0.302676480170307
results/run_433_992,False,survival_prob,0.992,0.9853130500281315,0.994727609927602,0.9901107974019301
results/run_433_992,True,scout_prob,0.433,0.13074541402514783,0.49101438193281094,0.3220092735550947
results/run_433_992,True,survival_prob,0.992,0.9851865341780901,0.9947161830378584,0.9896958488422944
results/run_161_977,False,scout_prob,0.161,0.038122187210636455,0.48903277275062723,0.28331734325067426
results/run_161_977,False,survival_prob,0.977,0.9753136202448923,0.9916167044273061,0.9804674980865038
results/run_161_977,True,scout_prob,0.161,0.09999743073735785,0.49121050107363406,0.29299133811045375
results/run_161_977,True,survival_prob,0.977,0.9754615433835966,0.9856681509191615,0.9800042066430781
results/run_1_954,False,scout_prob,0.001,0.011023803033403813,0.4853841859277769,0.288084440118017
results/run_1_954,False,survival_prob,0.954,0.9503949168902581,0.9835802521879773,0.9611789376175708
results/run_1_954,True,scout_prob,0.001,0.010123908989443195,0.4884799135550254,0.25133273895450736
results/run_1_954,True,survival_prob,0.954,0.9503955404811185,0.9727408087670419,0.9582460124293866
results/run_214_986,False,scout_prob,0.214,0.13382120597512975,0.4896100618737245,0.3194239707353499
results/run_214_986,False,survival_prob,0.986,0.9852883643457001,0.994758206194248,0.9900761225662025
results/run_214_986,True,scout_prob,0.214,0.13049539727918738,0.48929774471813636,0.3151781802187496
results/run_214_986,True,survival_prob,0.986,0.9853050875824472,0.9946742861790723,0.9900804111704873
results/run_107_966,False,scout_prob,0.107,0.006786020371013536,0.49104868176369126,0.2977554998180908
results/run_107_966,False,survival_prob,0.966,0.9652103482001093,0.9845545532563632,0.976041295553931
results/run_107_966,True,scout_prob,0.107,0.02511036989648722,0.48782195616148094,0.2790764668297968
results/run_107_966,True,survival_prob,0.966,0.9594293452689662,0.9744668441404285,0.9698924424465428
results/run_330_952,False,scout_prob,0.33,0.01291874750728935,0.48904532777594695,0.2889296099659902
results/run_330_952,False,survival_prob,0.952,0.9504804731676667,0.9831863910897687,0.9608939330393735
results/run_330_952,True,scout_prob,0.33,0.015483347375249574,0.4848685609170747,0.24404930312973092
results/run_330_952,True,survival_prob,0.952,0.9502936806788876,0.9733134710073668,0.9585980112161132
results/run_14_967,False,scout_prob,0.014,0.00943871945539363,0.49234669885923243,0.2937916713195413
results/run_14_967,False,survival_prob,0.967,0.9521179676261967,0.9842449219402418,0.9708133932032854
results/run_14_967,True,scout_prob,0.014,0.014014201302400766,0.4882300737428421,0.2697330321395582
results/run_14_967,True,survival_prob,0.967,0.9511718282489426,0.9744446280699676,0.9654628763795867
results/run_401_965,False,scout_prob,0.401,0.008084529965825902,0.48654826082811253,0.2559285209893713
results/run_401_965,False,survival_prob,0.965,0.9505164092077675,0.9831723129356141,0.9606289464803368
results/run_401_965,True,scout_prob,0.401,0.016497558508565133,0.4844642466541282,0.25393920935525277
results/run_401_965,True,survival_prob,0.965,0.9502581286355649,0.9737634734662332,0.9582114309288536
results/run_339_953,False,scout_prob,0.339,0.007430405433174855,0.4920752735656745,0.268778187974981
results/run_339_953,False,survival_prob,0.953,0.950462279922616,0.9831815222874345,0.9610206409249138
results/run_339_953,True,scout_prob,0.339,0.016582721963477202,0.48384859256018514,0.24763662695161753
results/run_339_953,True,survival_prob,0.953,0.9504628511119875,0.9731121995948463,0.9577873318363397
results/run_54_980,False,scout_prob,0.054,0.03378328165644742,0.4904341989680966,0.27057544820923
results/run_54_980,False,survival_prob,0.98,0.9751908889778131,0.9849412159165218,0.9802196441786487
results/run_54_980,True,scout_prob,0.054,0.11243565680442634,0.48972572183720275,0.3086281775272828
results/run_54_980,True,survival_prob,0.98,0.9758349046624512,0.9847372755817551,0.9800810213400754
results/run_303_978,False,scout_prob,0.303,0.04546199211036807,0.485745377926001,0.27147927994639176
results/run_303_978,False,survival_prob,0.978,0.9752708736610068,0.9896044179915748,0.9803309905891098
results/run_303_978,True,scout_prob,0.303,0.041248785312277304,0.4893592560403121,0.2956736332370081
results/run_303_978,True,survival_prob,0.978,0.9752021150912296,0.9912844515664104,0.9804208672590848
results/run_178_972,False,scout_prob,0.178,0.006213167115488309,0.4903072050855391,0.31484277443286024
results/run_178_972,False,survival_prob,0.972,0.9654718703681906,0.9846591152833598,0.9767833026793948
results/run_178_972,True,scout_prob,0.178,0.04049114004670102,0.4890445144451666,0.2732907856373667
results/run_178_972,True,survival_prob,0.972,0.9653744217218708,0.9751441068656141,0.9704740299578667
results/run_28_955,False,scout_prob,0.028,0.013007911953338948,0.48917826530429764,0.27574023961104643
results/run_28_955,False,survival_prob,0.955,0.9503561758536911,0.9828891734197326,0.9610170820200935
results/run_28_955,True,scout_prob,0.028,0.012486141934320762,0.48854754073939044,0.2522511019621654
results/run_28_955,True,survival_prob,0.955,0.9503996966305994,0.9731045405478435,0.95806226540715
results/run_359_979,False,scout_prob,0.359,0.03203278932593503,0.4887110882865135,0.26729661010103944
results/run_359_979,False,survival_prob,0.979,0.9752260826175276,0.9893843160697542,0.9802800006969765
