scout_prob, scout_survival, 4, 8, 16, 32, 64
0.44698161714019746, 0.9805201635011119,0.01307435825484187, 0.005703343872580085, 0.026001427114166607, 0.017350176200842175, 0.01255329449261537
0.14536096366344123, 0.9548521815003185,0.020569964948260473, 0.022847966523542627, 0.02036513337925942, 0.021666675859122388, 0.022617992656079035
0.38309527616286326, 0.9815519068387745,0.023151844793164067, 0.008678129112258, 0.016858904168277917, 0.015257330718249305, 0.014546812295022702
0.1081379501970695, 0.9875609379715353,0.026176224616923732, 0.04420379834608755, 0.05519721073298942, 0.04710738326988002, 0.08443655533139952
0.1368473117255388, 0.9978766536026583,0.12583590458690783, 0.12197886086034339, 0.09295209839413773, 0.14731430798313333, 0.18579398558078966
0.21162616939344892, 0.9704034828662124,1.1104666988205667, 0.9160617554081452, 1.4357856190405345, 0.7847237331069074, 0.9410525122833259
0.3191092718449384, 0.9661340152284507,0.21838124498064757, 1.637559140698673, 1.868704761823756, 0.8077007513849928, 1.0716979737205012
0.15822537242923168, 0.9740287826763133,3.111223848894793, 2.150694901590216, 1.5065011130296477, 1.490510983322309, 1.2448656876975543
0.029497999132919242, 0.9737551372556736,0.6480947422142086, 1.500271135391775, 0.8120936618267732, 0.6903770143261412, 1.123480062914685
0.2372571950838836, 0.9936203095513535,0.007674757939621634, 0.004896004931418203, 0.0069886162306417214, 0.007416995917469261, 0.006072039250097396
0.4061341519593579, 0.9557040797680992,0.25950932811730626, 0.02467180448733041, 0.14736091299806695, 0.16268580860694418, 0.08255743830578686
0.36418243036290615, 0.9792129641615089,0.009543583749057885, 0.027497571784373263, 0.007389031772297223, 0.011614909570777716, 0.015198168725861584
0.27932728483354013, 0.9521363714755867,0.016314382198375322, 0.010572929703969442, 0.013895571956540068, 0.02132739562024282, 0.029970119142844278
0.3386606388950041, 0.9500145446656678,0.023361576642233244, 0.006887482882938003, 0.03753322623829432, 0.01846414500457571, 0.03467977165169876
0.1104521867010619, 0.9883505875588066,0.1164544119363732, 0.10924759362342473, 0.09198232423788161, 0.0323896588697458, 0.04572835407575966
0.3702636697449725, 0.9585899176868546,0.11047234796756338, 0.14237304799633596, 0.07695313871426852, 0.18159851201806185, 0.10340373297865553
0.03376463366878049, 0.9783922440450997,1.013729551219796, 0.24404087448519096, 0.4329058485896262, 0.2905637847725396, 0.38237426050560547
0.28810553330781835, 0.9564374749220237,0.024339660069452457, 0.055490787925653075, 0.028200494423332216, 0.06853552034989038, 0.06063468022851607
0.019872761293149445, 0.9959041586944938,191.23796012643083, 78.6507827188349, 72.14814879123217, 138.30820287697608, 112.93576151854991
