scout_prob, scout_survival, 4, 8, 16, 32, 64
0.3215041689110353, 0.9683482554670233,1.343512249109274, 2.632949412416624, 0.6918948666970974, 1.017738300120087, 1.433285594602655
0.43594130715352136, 0.9775139894891598,0.0079253815693254, 0.011369825273469563, 0.008149537128037903, 0.010770632421380124, 0.00982325373821593
0.043808908566310215, 0.9517836530127411,0.017155232105899296, 0.07704842376236216, 0.02897544029801127, 0.042614378852716135, 0.029739766579930535
0.06969914397814603, 0.9623965427823212,0.06820415143283623, 0.09418642664245028, 0.0308954358409022, 0.08269531289578018, 0.09957408275968946
0.4684211892313571, 0.9856220867002279,0.0066189655903116755, 0.011364432778199231, 0.009753784103089965, 0.00967026389929184, 0.013423929083555977
0.08838328704711138, 0.9918623637087467,0.20772377089549496, 0.05416543935459299, 0.12729192315510574, 0.19110624312896587, 0.10683146537891568
0.2446869315979497, 0.9949495206236576,0.0011987786345592408, 0.010554215547758325, 0.009249157215285906, 0.0055626897626875746, 0.00524878222764896
0.17414819502337667, 0.971147073480929,1.3616523346515408, 0.45700282910944257, 0.5495599428498543, 0.8093971766749859, 1.1090325898677096
0.352734070719307, 0.9969265876251615,0.0037876514617336703, 0.003265975193239328, 0.005075913186444978, 0.006754969133161165, 0.004612879676402325
0.18056375496650925, 0.9864921162930795,0.01075751046184173, 0.007558846675514507, 0.0028131078534115728, 0.003278150552129683, 0.0038628408471099718
0.3986472237625506, 0.9922582443882989,0.007732364189259544, 0.014268761436664787, 0.003650237485879463, 0.010308409379545271, 0.01313749936237742
0.2981290100913008, 0.9844591357562382,0.003421077512763861, 0.015304156878927352, 0.029427647469482055, 0.017490492471733142, 0.012608604169229681
0.26999717673286133, 0.9759800325752854,0.0007162351908737014, 0.007893927107363715, 0.008772381407348716, 0.04930002907742367, 0.017391603734565775
0.30996636837073904, 0.9534926180939929,0.023553720593734558, 0.021181332201651776, 0.024283372770555967, 0.03181285026741608, 0.02117350704614403
0.25555431705602627, 0.9633287516102875,0.029154447653114757, 0.020156448886184737, 0.03435775259818073, 0.2319174865363977, 0.08034596354048593
0.20768987415180512, 0.9766334008543167,0.01434085937861726, 0.008037867952378961, 0.01926659340978624, 0.012481927091242195, 0.029156776956981444
0.3494476572988243, 0.9692401456187781,0.29143183684059076, 1.5845071229161136, 0.8129638690516404, 0.9785837750025129, 1.3683054749169015
0.008496473906774115, 0.9610758633281087,0.07214434022985942, 0.011853807497526967, 0.042382801054591426, 0.08402061488618497, 0.04975612627377765
0.07247348101743198, 0.9651288797219106,2.895588987779506, 2.6613282966637466, 1.9969496444656438, 0.6211542091308614, 1.368530235892315
0.12450544135310093, 0.9641280458389577,0.15888182392715997, 0.07662120948085509, 0.1309646445457125, 0.1125881102378601, 0.06978223364942526
0.49129159415151497, 0.9591519026935122,0.17483885106211314, 0.03332946215947008, 0.06938636599029602, 0.03188391846166789, 0.12341691601466889
0.16954051027258724, 0.9671388271726494,0.4253914000376698, 0.6700606000835903, 0.740090938092866, 0.8331830456692434, 1.2220627458415498
0.056061746344508806, 0.9576408747448032,0.06059695873294115, 0.08604764515080814, 0.1422181236574123, 0.04303346403595457, 0.06840349556392154
0.19228642805503462, 0.9901818800843991,0.0028510339500185298, 0.004712773843334196, 0.003534159165515629, 0.004392862946109961, 0.004360373371558844
0.22671700684405857, 0.9823456672833238,0.0035011254825555436, 0.0039001822633235633, 0.010298396969489166, 0.009546483299466266, 0.013913796075144877
0.45618128240457895, 0.972896788409906,1.159603848144524, 1.9848372851903722, 0.9601559873727877, 2.0257871183847787, 1.3678134029838755
0.41358162718032837, 0.9604739616402629,0.2172099049289126, 0.03616818283803807, 0.05518993045277145, 0.08534059134841741, 0.15785055902972975
0.4211355759219963, 0.989667557738521,0.0019768985117752515, 0.0072227590884834875, 0.007730928302228804, 0.00878552143258188, 0.01214560526943512
0.486715731955928, 0.9981723198712016,0.0040662398932094015, 0.002542496189924907, 0.005758336356032443, 0.004753988615337971, 0.00615997763819373
0.4752030770090379, 0.9991922890188086,0.019083223363017644, 0.002919559394701488, 0.004942419221893085, 0.006226793557350139, 0.004460374179116108
0.09772318391735639, 0.9830408686162665,0.004685546561791209, 0.019943277280129044, 0.08951057965083657, 0.2531554675681892, 0.05009112476300788
