#framerate:	8.00

#Frame 	 Voronoi density(m^(-2))		Voronoi velocity(m/s)
00240	0.054	0.981
00241	0.054	0.986
00242	0.054	0.986
00243	0.053	0.988
00244	0.053	0.991
00245	0.053	0.991
00246	0.053	0.994
00247	0.053	0.995
00248	0.051	0.995
00249	0.051	0.995
00250	0.051	0.993
00251	0.051	0.989
00252	0.051	0.988
00253	0.051	0.986
00254	0.051	0.986
00255	0.051	0.991
00256	0.050	0.992
00257	0.050	0.998
00258	0.050	0.999
00259	0.049	0.998
00260	0.049	0.999
00261	0.048	0.999
00262	0.047	0.998
00263	0.046	0.999
00264	0.046	0.999
00265	0.046	0.999
00266	0.045	1.000
00267	0.045	0.998
00268	0.045	0.998
00269	0.044	1.000
00270	0.044	0.999
00271	0.044	1.000
00272	0.044	1.000
00273	0.044	1.000
00274	0.043	1.000
00275	0.043	0.999
00276	0.043	0.997
00277	0.043	0.997
00278	0.043	0.997
00279	0.043	0.997
00280	0.042	0.997
00281	0.042	0.994
00282	0.042	0.990
00283	0.042	0.989
00284	0.042	0.989
00285	0.042	0.990
00286	0.042	0.991
00287	0.041	0.988
00288	0.041	0.987
00289	0.041	0.985
00290	0.041	0.986
00291	0.040	0.989
00292	0.040	0.993
00293	0.040	0.994
00294	0.040	0.993
00295	0.040	0.995
00296	0.039	0.993
00297	0.039	0.995
00298	0.039	0.994
00299	0.039	0.996
00300	0.039	0.993
00301	0.039	0.991
00302	0.039	0.988
00303	0.039	0.987
00304	0.039	0.988
00305	0.039	0.987
00306	0.038	0.992
00307	0.037	0.990
00308	0.037	0.995
00309	0.037	0.992
00310	0.036	0.997
00311	0.036	0.994
00312	0.036	0.995
00313	0.036	0.991
00314	0.036	0.991
00315	0.036	0.993
00316	0.036	0.986
00317	0.036	0.994
00318	0.036	0.995
00319	0.036	0.998
00320	0.036	1.002
