#framerate:	8.00

#Frame 	 Voronoi density(m^(-2))		Voronoi velocity(m/s)
00240	0.023	0.917
00241	0.023	0.931
00242	0.023	0.942
00243	0.023	0.954
00244	0.023	0.962
00245	0.023	0.973
00246	0.022	0.979
00247	0.022	0.988
00248	0.022	0.993
00249	0.022	0.999
00250	0.022	0.998
00251	0.023	1.000
00252	0.023	0.999
00253	0.023	0.999
00254	0.023	1.000
00255	0.023	1.000
00256	0.023	1.000
00257	0.031	0.999
00258	0.031	1.000
00259	0.031	1.000
00260	0.031	1.002
00261	0.031	0.997
00262	0.031	1.000
00263	0.031	0.997
00264	0.031	0.995
00265	0.032	0.986
00266	0.032	0.973
00267	0.032	0.957
00268	0.032	0.938
00269	0.032	0.919
00270	0.033	0.913
00271	0.033	0.916
00272	0.033	0.918
00273	0.033	0.925
00274	0.033	0.929
00275	0.033	0.935
00276	0.033	0.941
00277	0.032	0.955
00278	0.033	0.967
00279	0.033	0.984
00280	0.033	0.991
00281	0.033	0.996
00282	0.034	0.999
00283	0.034	1.000
00284	0.034	1.000
00285	0.035	1.001
00286	0.035	1.002
00287	0.035	1.001
00288	0.035	1.002
00289	0.036	1.000
00290	0.036	0.999
00291	0.036	0.997
00292	0.036	0.998
00293	0.036	0.998
00294	0.036	1.001
00295	0.036	0.998
00296	0.036	1.000
00297	0.036	0.999
00298	0.035	1.001
00299	0.035	0.999
00300	0.035	1.000
00301	0.035	1.000
00302	0.034	1.000
00303	0.034	0.999
00304	0.033	0.999
00305	0.033	0.999
00306	0.033	0.999
00307	0.032	0.997
00308	0.032	0.998
00309	0.032	0.996
00310	0.032	0.995
00311	0.032	0.992
00312	0.032	0.990
00313	0.032	0.989
00314	0.032	0.985
00315	0.032	0.986
00316	0.032	0.979
00317	0.032	0.980
00318	0.032	0.978
00319	0.032	0.980
00320	0.032	0.983
