#framerate:	8.00

#Frame 	 Voronoi density(m^(-2))		Voronoi velocity(m/s)
00240	0.042	0.994
00241	0.040	0.994
00242	0.040	0.995
00243	0.039	0.995
00244	0.039	0.996
00245	0.038	0.995
00246	0.035	0.996
00247	0.035	0.995
00248	0.035	0.997
00249	0.035	0.996
00250	0.035	0.995
00251	0.035	0.994
00252	0.035	0.998
00253	0.035	0.995
00254	0.035	0.994
00255	0.035	0.994
00256	0.035	0.987
00257	0.034	0.988
00258	0.034	0.983
00259	0.034	0.980
00260	0.034	0.979
00261	0.033	0.973
00262	0.034	0.965
00263	0.034	0.960
00264	0.035	0.959
00265	0.036	0.957
00266	0.036	0.950
00267	0.037	0.942
00268	0.036	0.939
00269	0.036	0.934
00270	0.035	0.933
00271	0.035	0.935
00272	0.034	0.944
00273	0.033	0.953
00274	0.032	0.960
00275	0.031	0.967
00276	0.031	0.970
00277	0.030	0.973
00278	0.030	0.975
00279	0.030	0.979
00280	0.029	0.981
00281	0.029	0.984
00282	0.029	0.983
00283	0.028	0.987
00284	0.028	0.989
00285	0.028	0.989
00286	0.027	0.992
00287	0.027	0.991
00288	0.027	0.993
00289	0.027	0.994
00290	0.027	0.996
00291	0.027	0.995
00292	0.027	0.998
00293	0.027	0.994
00294	0.027	0.997
00295	0.027	0.997
00296	0.027	0.996
00297	0.027	0.998
00298	0.027	0.997
00299	0.027	0.997
00300	0.027	0.998
00301	0.027	0.999
00302	0.027	0.996
00303	0.027	0.997
00304	0.027	0.996
00305	0.027	0.996
00306	0.027	0.999
00307	0.027	0.997
00308	0.027	0.999
00309	0.027	0.998
00310	0.028	0.996
00311	0.028	0.997
00312	0.028	0.997
00313	0.028	1.001
00314	0.028	0.999
00315	0.028	1.000
00316	0.029	0.996
00317	0.029	0.998
00318	0.029	0.999
00319	0.029	0.998
00320	0.029	1.000
