year,n small,n medium,n large
2000,8442,4178,786
2001,8827,3879,700
2002,9170,3634,602
2003,9389,3428,589
2004,9516,3291,599
2005,9593,3206,607
2006,9683,3115,608
2007,9769,3013,624
2008,9872,2906,628
2009,9959,2823,624
2010,10082,2727,597
2011,10153,2656,597
2012,10201,2598,607
