year,n cattle,n beef,n dairy
2000,1858688,877551,564510
2001,1932162,921963,593572
2002,1934560,932943,584990
2003,1985466,980056,588783
2004,2061558,1026006,618925
2005,2141776,1074448,650701
2006,2200645,1129290,654728
2007,2292300,1187324,688349
2008,2389353,1248665,724061
2009,2454022,1313324,724071
2010,2474059,1333212,724220
2011,2577792,1402971,758194
2012,2689871,1476443,796801
