year,n small,n medium,n large
2000,8459,4166,781
2001,8866,3852,688
2002,9232,3582,592
2003,9465,3361,580
2004,9602,3202,602
2005,9693,3102,611
2006,9777,3016,613
2007,9875,2897,634
2008,9989,2770,647
2009,10096,2655,655
2010,10262,2547,597
2011,10339,2469,598
2012,10394,2397,615
