year,n small,n medium,n large
2000,8189,4317,900
2001,8277,4223,906
2002,8398,4141,867
2003,8425,4086,895
2004,8441,4038,927
2005,8442,4001,963
2006,8469,3970,967
2007,8487,3909,1010
2008,8497,3856,1053
2009,8545,3794,1067
2010,8616,3735,1055
2011,8657,3670,1079
2012,8693,3598,1115
