year,n small,n medium,n large
2000,8181,4319,906
2001,8268,4228,910
2002,8369,4156,881
2003,8390,4112,904
2004,8411,4057,938
2005,8413,4021,972
2006,8430,4007,969
2007,8453,3951,1002
2008,8464,3906,1036
2009,8506,3851,1049
2010,8564,3804,1038
2011,8605,3741,1060
2012,8632,3687,1087
