year,n cattle,n beef,n dairy
2000,1802721,847551,539160
2001,1790637,841530,533405
2002,1761750,829539,516697
2003,1758905,832326,511179
2004,1763805,836530,511989
2005,1768583,840344,513108
2006,1766666,844173,507500
2007,1772034,847638,509538
2008,1781093,853655,512683
2009,1777888,856597,506698
2010,1761489,845879,501170
2011,1762023,846872,500865
2012,1767654,851529,501936
