year,n cattle,n beef,n dairy
2000,1682889,767260,501036
2001,1578355,698352,466610
2002,1469057,636315,420118
2003,1410683,603515,395093
2004,1373905,580643,381575
2005,1346560,564104,371085
2006,1314896,549906,353945
2007,1294447,537613,346084
2008,1270788,525248,335105
2009,1245759,515947,319644
2010,1190632,483983,296812
2011,1175244,475501,290142
2012,1171768,475116,287181
