year,n cattle,n beef,n dairy
2000,1695897,776333,504823
2001,1598447,712542,472268
2002,1497222,655347,428939
2003,1443220,625209,405577
2004,1408721,603883,392765
2005,1384420,588640,383997
2006,1356016,575548,368976
2007,1337302,564428,361643
2008,1316058,552923,352189
2009,1293223,543969,338552
2010,1254530,520455,323657
2011,1239821,512031,317576
2012,1233465,509134,314238
