year,n cattle,n beef,n dairy
2000,1851804,872443,562734
2001,1886977,897001,573349
2002,1881029,902025,562377
2003,1907591,927111,563853
2004,1943903,953053,574223
2005,1981509,979887,584995
2006,2009394,1007790,584977
2007,2048793,1036370,595796
2008,2089505,1066002,606876
2009,2119651,1096129,606895
2010,2120908,1097220,607061
2011,2162099,1127286,618186
2012,2203228,1157937,628664
