year,n cattle,n beef,n dairy
2000,1798991,845234,537770
2001,1787545,839874,532012
2002,1750761,827917,507386
2003,1748810,831954,501520
2004,1755296,837581,502503
2005,1761830,843048,503735
2006,1761089,848614,497583
2007,1768056,853680,499640
2008,1778974,861480,502888
2009,1776472,866110,495946
2010,1756372,853263,488886
2011,1758120,855587,488504
2012,1766249,862418,489930
