year,n small,n medium,n large
2000,8031,4392,983
2001,7844,4459,1103
2002,7832,4479,1095
2003,7703,4511,1192
2004,7524,4546,1336
2005,7364,4550,1492
2006,7240,4543,1623
2007,7059,4542,1805
2008,6882,4522,2002
2009,6750,4517,2139
2010,6718,4498,2190
2011,6522,4438,2446
2012,6346,4351,2709
