year,n cattle,n beef,n dairy
2000,1851769,872370,562772
2001,1887086,897049,573410
2002,1881091,902104,562360
2003,1907914,927417,563870
2004,1944607,953539,574441
2005,1982672,980573,585472
2006,2010658,1008553,585478
2007,2050459,1037287,596545
2008,2091520,1066953,607940
2009,2121860,1097254,607979
2010,2122987,1098296,608064
2011,2164849,1128810,619412
2012,2206808,1160010,630171
