year,n small,n medium,n large
2000,8042,4383,981
2001,7964,4413,1029
2002,7964,4433,1009
2003,7900,4460,1046
2004,7810,4488,1108
2005,7718,4525,1163
2006,7658,4548,1200
2007,7580,4569,1257
2008,7506,4563,1337
2009,7432,4601,1373
2010,7428,4604,1374
2011,7360,4603,1443
2012,7285,4601,1520
