year,n cattle,n beef,n dairy
2000,1862730,880803,565300
2001,1890807,899481,574699
2002,1887310,904314,566369
2003,1909580,923992,568961
2004,1941252,945552,579073
2005,1974219,967891,589701
2006,1999296,991248,591421
2007,2034861,1015602,602632
2008,2070824,1040583,613614
2009,2097782,1066785,614370
2010,2104290,1072321,615342
2011,2143960,1100105,627228
2012,2185871,1129996,639248
