year,n small,n medium,n large
2000,8042,4386,978
2001,7960,4419,1027
2002,7960,4439,1007
2003,7895,4467,1044
2004,7806,4497,1103
2005,7719,4526,1161
2006,7660,4549,1197
2007,7587,4566,1253
2008,7505,4573,1328
2009,7428,4615,1363
2010,7422,4618,1366
2011,7356,4621,1429
2012,7295,4611,1500
