year,n small,n medium,n large
2000,8190,4318,898
2001,8276,4226,904
2002,8404,4143,859
2003,8431,4094,881
2004,8445,4059,902
2005,8458,4017,931
2006,8480,3993,933
2007,8502,3938,966
2008,8514,3892,1000
2009,8556,3839,1011
2010,8621,3791,994
2011,8653,3745,1008
2012,8681,3688,1037
