year,n small,n medium,n large
2000,8430,4175,801
2001,8807,3886,713
2002,9143,3634,629
2003,9363,3430,613
2004,9492,3283,631
2005,9570,3194,642
2006,9653,3108,645
2007,9745,2991,670
2008,9856,2869,681
2009,9953,2776,677
2010,10062,2706,638
2011,10130,2635,641
2012,10194,2557,655
