year,n small,n medium,n large
2000,8021,4401,984
2001,7964,4416,1026
2002,7968,4431,1007
2003,7929,4438,1039
2004,7869,4456,1081
2005,7816,4467,1123
2006,7785,4462,1159
2007,7735,4465,1206
2008,7693,4447,1266
2009,7642,4473,1291
2010,7631,4480,1295
2011,7594,4465,1347
2012,7550,4461,1395
