year,n small,n medium,n large
2000,8441,4179,786
2001,8822,3882,702
2002,9164,3629,613
2003,9390,3418,598
2004,9516,3282,608
2005,9603,3185,618
2006,9684,3103,619
2007,9774,2989,643
2008,9882,2873,651
2009,9970,2787,649
2010,10089,2702,615
2011,10150,2644,612
2012,10195,2590,621
