year,n cattle,n beef,n dairy
2000,1857191,876327,564237
2001,1937271,924957,595435
2002,1941048,937640,586529
2003,1999090,991122,591089
2004,2090945,1048458,625315
2005,2190121,1110460,662172
2006,2262595,1177578,667528
2007,2377219,1250776,708599
2008,2502105,1330611,753262
2009,2589177,1417675,753270
2010,2622007,1450497,753278
2011,2774891,1551597,804588
2012,2941942,1662514,860211
