year,n cattle,n beef,n dairy
2000,1696875,776951,505166
2001,1600063,713690,472716
2002,1498584,656397,429246
2003,1444400,626022,405950
2004,1409705,604409,393243
2005,1385611,589322,384524
2006,1357363,576165,369733
2007,1338001,564545,362263
2008,1316984,553458,352613
2009,1293527,544434,338414
2010,1253951,520641,322905
2011,1239225,512741,316276
2012,1234408,511385,312924
