year,n small,n medium,n large
2000,8428,4184,794
2001,8804,3890,712
2002,9138,3647,621
2003,9366,3429,611
2004,9489,3293,624
2005,9573,3199,634
2006,9652,3124,630
2007,9730,3025,651
2008,9851,2894,661
2009,9944,2801,661
2010,10062,2715,629
2011,10131,2649,626
2012,10179,2592,635
