year,n small,n medium,n large
2000,8182,4317,907
2001,8263,4231,912
2002,8366,4159,881
2003,8391,4108,907
2004,8418,4049,939
2005,8409,4026,971
2006,8423,4014,969
2007,8450,3953,1003
2008,8456,3910,1040
2009,8499,3859,1048
2010,8554,3812,1040
2011,8600,3752,1054
2012,8633,3694,1079
