year,n small,n medium,n large
2000,8458,4170,778
2001,8864,3857,685
2002,9233,3580,593
2003,9467,3359,580
2004,9603,3200,603
2005,9692,3102,612
2006,9778,3015,613
2007,9879,2892,635
2008,9988,2772,646
2009,10090,2661,655
2010,10256,2555,595
2011,10342,2465,599
2012,10396,2388,622
