year,n cattle,n beef,n dairy
2000,1803186,847721,539452
2001,1791440,841866,533869
2002,1762781,829916,517350
2003,1759898,832647,511855
2004,1765139,837132,512727
2005,1770348,841420,513800
2006,1769117,845572,508554
2007,1774387,849181,510348
2008,1783098,855123,513223
2009,1780412,858290,507522
2010,1763709,847450,501812
2011,1764214,848309,501618
2012,1769046,852715,502138
