year,n small,n medium,n large
2000,8029,4395,982
2001,7844,4463,1099
2002,7830,4491,1085
2003,7702,4522,1182
2004,7527,4551,1328
2005,7372,4544,1490
2006,7236,4571,1599
2007,7045,4572,1789
2008,6877,4549,1980
2009,6763,4535,2108
2010,6729,4525,2152
2011,6539,4456,2411
2012,6359,4348,2699
