year,n small,n medium,n large
2000,8021,4398,987
2001,7965,4414,1027
2002,7968,4430,1008
2003,7926,4440,1040
2004,7866,4459,1081
2005,7812,4470,1124
2006,7775,4472,1159
2007,7723,4478,1205
2008,7687,4453,1266
2009,7638,4475,1293
2010,7630,4478,1298
2011,7593,4456,1357
2012,7550,4449,1407
