year,n cattle,n beef,n dairy
2000,1691783,773722,503320
2001,1592632,708411,470588
2002,1487415,648934,425556
2003,1431655,617751,401490
2004,1396070,595813,388215
2005,1371308,580437,379113
2006,1342221,566851,363896
2007,1323478,555419,356835
2008,1302238,543736,347554
2009,1279537,534481,334339
2010,1240861,510563,319849
2011,1225263,501794,313224
2012,1218635,498840,309667
