year,n cattle,n beef,n dairy
2000,1857322,876359,564336
2001,1937605,925139,595596
2002,1941798,938073,586855
2003,2000075,991610,591595
2004,2092230,1049206,625877
2005,2191633,1111306,662889
2006,2264575,1178570,668567
2007,2379355,1251639,709944
2008,2504751,1331579,755029
2009,2591881,1418701,755037
2010,2624482,1451294,755045
2011,2777327,1551837,806887
2012,2944562,1662384,863077
