year,n small,n medium,n large
2000,8459,4169,778
2001,8867,3854,685
2002,9234,3578,594
2003,9467,3356,583
2004,9604,3194,608
2005,9697,3085,624
2006,9773,3010,623
2007,9873,2888,645
2008,9983,2768,655
2009,10089,2653,664
2010,10262,2543,601
2011,10338,2457,611
2012,10397,2372,637
