year,n small,n medium,n large
2000,8424,4186,796
2001,8805,3894,707
2002,9141,3642,623
2003,9364,3430,612
2004,9489,3290,627
2005,9567,3200,639
2006,9639,3127,640
2007,9727,3022,657
2008,9836,2903,667
2009,9929,2811,666
2010,10053,2723,630
2011,10132,2643,631
2012,10171,2582,653
