year,n cattle,n beef,n dairy
2000,1683056,767269,501194
2001,1578682,698439,466850
2002,1469579,636480,420475
2003,1411360,603783,395501
2004,1374771,581032,382048
2005,1347568,564571,371619
2006,1316136,550409,354670
2007,1295821,538152,346904
2008,1272254,525926,335875
2009,1247135,516652,320297
2010,1191979,484701,297423
2011,1176563,476261,290684
2012,1172707,475505,287720
