year,n small,n medium,n large
2000,8185,4313,908
2001,8267,4227,912
2002,8368,4154,884
2003,8392,4108,906
2004,8417,4049,940
2005,8413,4022,971
2006,8428,4006,972
2007,8457,3944,1005
2008,8466,3903,1037
2009,8511,3853,1042
2010,8572,3800,1034
2011,8607,3742,1057
2012,8631,3692,1083
