year,n cattle,n beef,n dairy
2000,1798196,844928,537266
2001,1784877,838145,531041
2002,1746320,824710,506107
2003,1741504,826410,499704
2004,1744738,829688,499774
2005,1747869,832688,500057
2006,1744487,835774,493726
2007,1748193,838272,495068
2008,1755191,842940,497509
2009,1750872,844710,491585
2010,1732424,832223,485783
2011,1731280,832231,484783
2012,1734270,835354,484762
