year,n cattle,n beef,n dairy
2000,1692792,774748,503296
2001,1594443,710253,470530
2002,1489670,651082,425634
2003,1433639,619661,401540
2004,1397594,597294,388229
2005,1372576,581782,379007
2006,1343673,568507,363656
2007,1324496,556962,356281
2008,1302968,545118,346870
2009,1280500,536014,333722
2010,1241009,511902,318611
2011,1225644,502937,312413
2012,1218775,499930,308670
