year,n cattle,n beef,n dairy
2000,1857144,876309,564208
2001,1937017,924900,595242
2002,1940544,937533,586136
2003,1998102,990730,590497
2004,2089012,1047547,624316
2005,2187099,1108908,660748
2006,2258831,1175557,665831
2007,2371820,1247822,706226
2008,2494943,1326605,750202
2009,2580711,1412367,750208
2010,2611859,1443509,750214
2011,2762181,1542703,800902
2012,2926651,1651760,855829
