year,n small,n medium,n large
2000,8042,4386,978
2001,7960,4417,1029
2002,7962,4436,1008
2003,7897,4464,1045
2004,7807,4488,1111
2005,7719,4520,1167
2006,7660,4539,1207
2007,7578,4563,1265
2008,7505,4554,1347
2009,7428,4593,1385
2010,7424,4594,1388
2011,7359,4602,1445
2012,7289,4601,1516
