year,n small,n medium,n large
2000,8426,4186,794
2001,8810,3889,707
2002,9141,3646,619
2003,9356,3443,607
2004,9479,3303,624
2005,9553,3222,631
2006,9627,3144,635
2007,9715,3036,655
2008,9835,2901,670
2009,9933,2798,675
2010,10053,2710,643
2011,10133,2625,648
2012,10172,2579,655
