year,n cattle,n beef,n dairy
2000,1857091,876327,564137
2001,1937081,924977,595229
2002,1940893,937786,586232
2003,1998806,991247,590684
2004,2090678,1048645,624872
2005,2189820,1110640,661718
2006,2262419,1177823,667134
2007,2376986,1250950,708232
2008,2502058,1330802,753075
2009,2589050,1417789,753080
2010,2621732,1450466,753085
2011,2773896,1550980,804291
2012,2940693,1661675,859906
