year,n cattle,n beef,n dairy
2000,1696990,776934,505302
2001,1600575,713595,473326
2002,1499636,656459,430233
2003,1446436,626748,407240
2004,1413226,606209,394924
2005,1390867,592247,386805
2006,1363946,580222,372192
2007,1345480,568721,365493
2008,1325078,557667,356427
2009,1301213,548113,342362
2010,1262104,523807,327840
2011,1247052,514988,321826
2012,1240144,511556,318483
