year,n cattle,n beef,n dairy
2000,1692187,774255,503182
2001,1592931,709105,470184
2002,1487452,649573,424941
2003,1431697,618522,400738
2004,1395923,596416,387433
2005,1370885,580879,378214
2006,1341384,567123,362759
2007,1321906,555582,355067
2008,1301546,544390,346153
2009,1280129,535748,333590
2010,1241986,512189,319265
2011,1227208,503855,313021
2012,1219815,500488,309124
