year,n small,n medium,n large
2000,8014,4402,990
2001,7957,4419,1030
2002,7953,4438,1015
2003,7906,4448,1052
2004,7840,4473,1093
2005,7782,4484,1140
2006,7736,4482,1188
2007,7684,4478,1244
2008,7644,4458,1304
2009,7599,4476,1331
2010,7587,4478,1341
2011,7548,4465,1393
2012,7502,4451,1453
