year,n small,n medium,n large
2000,8189,4317,900
2001,8278,4220,908
2002,8401,4140,865
2003,8427,4086,893
2004,8440,4044,922
2005,8437,4012,957
2006,8459,3981,966
2007,8483,3919,1004
2008,8493,3861,1052
2009,8545,3793,1068
2010,8617,3733,1056
2011,8664,3663,1079
2012,8701,3587,1118
