year,n cattle,n beef,n dairy
2000,1802455,847417,539031
2001,1790515,841522,533294
2002,1761845,829718,516615
2003,1759088,832558,511131
2004,1763932,836733,511918
2005,1768804,840732,512942
2006,1767201,844803,507410
2007,1772762,848560,509346
2008,1781763,854562,512447
2009,1778012,857139,506288
2010,1760514,845890,500203
2011,1760674,846753,499655
2012,1766578,851890,500508
