year,n cattle,n beef,n dairy
2000,1798469,845038,537446
2001,1786862,839611,531594
2002,1749660,827518,506686
2003,1747396,831447,500615
2004,1753656,836972,501474
2005,1760123,842461,502615
2006,1759304,848079,496332
2007,1766234,853134,498362
2008,1777114,860908,501598
2009,1774450,865387,494645
2010,1753926,852096,487605
2011,1755223,854195,486997
2012,1761881,860346,487632
