year,n cattle,n beef,n dairy
2000,1696621,776862,505010
2001,1600011,713650,472706
2002,1498609,656635,429012
2003,1444152,626303,405387
2004,1408907,604534,392268
2005,1384282,589291,383161
2006,1355980,576190,368244
2007,1336703,564608,360818
2008,1316249,553543,351707
2009,1294410,545526,338112
2010,1255626,522151,322980
2011,1241483,514409,316775
2012,1235596,512200,313216
