year,n cattle,n beef,n dairy
2000,1682789,767203,500993
2001,1578241,698287,466561
2002,1468769,636176,419969
2003,1410263,603349,394839
2004,1373344,580447,381210
2005,1345871,563831,370669
2006,1313975,549482,353448
2007,1293205,536939,345516
2008,1269172,524370,334367
2009,1243716,514749,318799
2010,1187798,482156,295805
2011,1171906,473398,288907
2012,1167732,472574,285693
