year,n small,n medium,n large
2000,8428,4186,792
2001,8803,3898,705
2002,9136,3654,616
2003,9359,3443,604
2004,9482,3299,625
2005,9562,3204,640
2006,9640,3128,638
2007,9732,3015,659
2008,9842,2899,665
2009,9932,2806,668
2010,10062,2708,636
2011,10131,2633,642
2012,10187,2564,655
