year,n small,n medium,n large
2000,8027,4395,984
2001,7860,4455,1091
2002,7846,4476,1084
2003,7726,4515,1165
2004,7573,4543,1290
2005,7432,4545,1429
2006,7330,4547,1529
2007,7175,4552,1679
2008,7039,4533,1834
2009,6942,4542,1922
2010,6921,4540,1945
2011,6756,4500,2150
2012,6619,4450,2337
