year,n cattle,n beef,n dairy
2000,1864035,881832,565576
2001,1890060,899065,574368
2002,1886513,903476,566410
2003,1906376,921067,568682
2004,1934802,940318,577857
2005,1964169,960102,587440
2006,1986004,980486,588891
2007,2016329,1001303,598399
2008,2046487,1022371,607489
2009,2068437,1043711,608099
2010,2073769,1048201,608941
2011,2104291,1069565,618099
2012,2135418,1091821,626970
