year,n small,n medium,n large
2000,8032,4391,983
2001,7851,4453,1102
2002,7839,4473,1094
2003,7707,4510,1189
2004,7529,4542,1335
2005,7365,4548,1493
2006,7231,4563,1612
2007,7044,4569,1793
2008,6874,4541,1991
2009,6744,4542,2120
2010,6709,4540,2157
2011,6521,4481,2404
2012,6338,4410,2658
