year,n small,n medium,n large
2000,8196,4309,901
2001,8282,4216,908
2002,8399,4144,863
2003,8426,4099,881
2004,8441,4066,899
2005,8448,4031,927
2006,8479,3997,930
2007,8500,3942,964
2008,8517,3892,997
2009,8557,3844,1005
2010,8622,3793,991
2011,8659,3742,1005
2012,8692,3686,1028
