year,n small,n medium,n large
2000,8015,4400,991
2001,7957,4419,1030
2002,7956,4437,1013
2003,7907,4448,1051
2004,7842,4469,1095
2005,7789,4471,1146
2006,7750,4468,1188
2007,7698,4467,1241
2008,7659,4440,1307
2009,7609,4458,1339
2010,7593,4466,1347
2011,7557,4452,1397
2012,7510,4447,1449
