year,n cattle,n beef,n dairy
2000,1858665,877450,564588
2001,1932057,921752,593678
2002,1934546,932836,585083
2003,1985709,980032,589050
2004,2065657,1029624,619406
2005,2150273,1082062,651584
2006,2210155,1137594,655934
2007,2303278,1196462,690189
2008,2402143,1258935,726581
2009,2467928,1324666,726635
2010,2488892,1345460,726805
2011,2593133,1415895,760611
2012,2706590,1490418,799545
