year,n cattle,n beef,n dairy
2000,1802442,847393,539042
2001,1790509,841549,533262
2002,1761705,829660,516536
2003,1758454,832357,510703
2004,1762599,836170,511154
2005,1767595,840355,512107
2006,1766001,844454,506547
2007,1771028,847889,508272
2008,1779460,853615,511090
2009,1775884,856468,504824
2010,1757959,845010,498521
2011,1756927,845527,497133
2012,1760827,849701,496960
