year,n cattle,n beef,n dairy
2000,1858778,877399,564752
2001,1932006,921708,593671
2002,1934615,932746,585242
2003,1985751,979700,589424
2004,2066032,1029244,620161
2005,2151026,1081683,652716
2006,2211372,1137509,657236
2007,2306193,1196921,692385
2008,2406974,1260094,729722
2009,2473401,1326495,729748
2010,2494258,1347175,729925
2011,2605401,1418789,769175
2012,2722184,1494346,810112
