year,n small,n medium,n large
2000,8178,4322,906
2001,8268,4227,911
2002,8371,4152,883
2003,8396,4101,909
2004,8416,4049,941
2005,8421,4013,972
2006,8434,4003,969
2007,8466,3936,1004
2008,8474,3888,1044
2009,8519,3827,1060
2010,8568,3786,1052
2011,8604,3733,1069
2012,8629,3686,1091
