year,n small,n medium,n large
2000,8013,4406,987
2001,7954,4421,1031
2002,7950,4443,1013
2003,7896,4459,1051
2004,7827,4475,1104
2005,7763,4483,1160
2006,7710,4490,1206
2007,7648,4483,1275
2008,7600,4461,1345
2009,7542,4472,1392
2010,7523,4476,1407
2011,7471,4451,1484
2012,7414,4430,1562
